بازیچۂ اطفال
کھویا گیا
گیا جو
جو مطلب
مطلب ہفتاد
ہفتاد دو
دو ملت
ملت میں
سمجھے گا
گا نہ
نہ تو
تو جب
جب تک
تک بے
بے رنگ
رنگ نہ
نہ ہو
ہو ادراک
اک شرع
شرع مسلمانی
مسلمانی اک
اک جذب
جذب مسلمانی
ہے جذب
جذب مسلمانی
مسلمانی سر
سر فلک
فلک الافلاک
اے رہرو
رہرو فرزانہ
فرزانہ بے
بے جذب
جذب مسلمانی
نے راہ
راہ عمل
عمل پیدا
پیدا نے
نے شاخ
شاخ یقیں
یقیں نمناک
رمزیں ہیں
ہیں محبت
محبت کی
کی گستاخی
گستاخی بیباکی
ہر شوق
شوق نہیں
نہیں گستاخ
گستاخ ہر
ہر جذب
جذب نہیں
نہیں بیباک
فارغ تو
تو نہ
نہ بیٹھے
بیٹھے گا
گا محشر
محشر میں
میں جنوں
جنوں میرا
یا اپنا
اپنا گریباں
گریباں چاک
چاک یا
یا دامن
دامن یزداں
یزداں چاک
یہ پیران
پیران کلیسا
کلیسا حرم
حرم اے
اے وائے
وائے مجبوری
صلہ ان
ان کی
کی کد
کد کاوش
کاوش کا
کا ہے
ہے سینوں
سینوں کی
کی بے
بے نوری
یقیں پیدا
پیدا کر
کر اے
اے ناداں
ناداں یقیں
یقیں سے
سے ہاتھ
ہاتھ آتی
آتی ہے
وہ درویشی
درویشی کہ
کہ جس
جس کے
کے سامنے
سامنے جھکتی
جھکتی ہے
ہے فغفوری
کبھی حیرت
حیرت کبھی
کبھی مستی
مستی کبھی
کبھی آہ
آہ سحرگاہی
بدلتا ہے
ہے ہزاروں
ہزاروں رنگ
رنگ میرا
میرا درد
درد مہجوری
حد ادراک
ادراک سے
سے باہر
باہر ہیں
ہیں باتیں
باتیں عشق
عشق مستی
مستی کی
سمجھ میں
میں اس
اس قدر
قدر آیا
آیا کہ
کہ دل
دل کی
کی موت
موت ہے
ہے دوری
وہ اپنے
اپنے حسن
حسن کی
کی مستی
مستی سے
سے ہیں
ہیں مجبور
مجبور پیدائی
مری آنکھوں
آنکھوں کی
کی بینائی
بینائی میں
میں ہیں
ہیں اسباب
اسباب مستوری
کوئی تقدیر
تقدیر کی
کی منطق
منطق سمجھ
سمجھ سکتا
سکتا نہیں
نہیں ورنہ
نہ تھے
تھے ترکان
ترکان عثمانی
عثمانی سے
سے کم
کم ترکان
ترکان تیموری
فقیران حرم
حرم کے
کے ہاتھ
ہاتھ اقبالؔ
اقبالؔ گیا
گیا کیونکر
میسر میر
میر سلطاں
سلطاں کو
کو نہیں
نہیں شاہین
شاہین کافوری
ہوا نہ
نہ زور
زور سے
سے اس
اس کے
کے کوئی
کوئی گریباں
گریباں چاک
اگرچہ مغربیوں
مغربیوں کا
کا جنوں
جنوں بھی
بھی تھا
تھا چالاک
مے یقیں
یقیں سے
سے ضمیر
ضمیر حیات
حیات ہے
ہے پرسوز
نصیب مدرسہ
مدرسہ یا
یا رب
رب یہ
یہ آب
آب آتش
آتش ناک
عروج آدم
آدم خاکی
خاکی کے
کے منتظر
منتظر ہیں
ہیں تمام
یہ کہکشاں
کہکشاں یہ
یہ ستارے
ستارے یہ
یہ نیلگوں
نیلگوں افلاک
یہی زمانۂ
زمانۂ حاضر
حاضر کی
کی کائنات
کائنات ہے
ہے کیا
دماغ روشن
روشن دل
دل تیرہ
تیرہ نگہ
نگہ بیباک
تو بے
بے بصر
بصر ہو
ہو تو
تو یہ
یہ مانع
مانع نگاہ
نگاہ بھی
بھی ہے
وگرنہ آگ
آگ ہے
ہے مومن
مومن جہاں
جہاں خس
خس خاشاک
زمانہ عقل
عقل کو
کو سمجھا
سمجھا ہوا
ہوا ہے
ہے مشعل
مشعل راہ
کسے خبر
خبر کہ
کہ جنوں
جنوں بھی
بھی ہے
ہے صاحب
صاحب ادراک
جہاں تمام
تمام ہے
ہے میراث
میراث مرد
مرد مومن
مومن کی
مرے کلام
کلام پہ
پہ حجت
حجت ہے
ہے نکتۂ
نکتۂ لولاک
فطرت نے
نے نہ
نہ بخشا
بخشا مجھے
مجھے اندیشۂ
اندیشۂ چالاک
رکھتی ہے
ہے مگر
مگر طاقت
طاقت پرواز
پرواز مری
مری خاک
وہ خاک
خاک کہ
کہ ہے
ہے جس
جس کا
کا جنوں
جنوں صیقل
صیقل ادراک
وہ خاک
خاک کہ
کہ جبریل
جبریل کی
کی ہے
ہے جس
جس سے
سے قبا
قبا چاک
وہ خاک
خاک کہ
کہ پروائے
پروائے نشیمن
نشیمن نہیں
نہیں رکھتی
چنتی نہیں
نہیں پہنائے
پہنائے چمن
چمن سے
سے خس
خس خاشاک
اس خاک
خاک کو
کو اللہ
اللہ نے
نے بخشے
بخشے ہیں
ہیں وہ
وہ آنسو
کرتی ہے
ہے چمک
چمک جن
جن کی
کی ستاروں
ستاروں کو
کو عرق
عرق ناک
ہزار خوف
خوف ہو
ہو لیکن
لیکن زباں
زباں ہو
ہو دل
دل کی
کی رفیق
یہی رہا
رہا ہے
ہے ازل
ازل سے
سے قلندروں
قلندروں کا
کا طریق
ہجوم کیوں
کیوں ہے
ہے زیادہ
زیادہ شراب
شراب خانے
خانے میں
فقط یہ
یہ بات
بات کہ
کہ پیر
پیر مغاں
مغاں ہے
ہے مرد
مرد خلیق
علاج ضعف
ضعف یقیں
یقیں ان
ان سے
سے ہو
ہو نہیں
نہیں سکتا
غریب اگرچہ
اگرچہ ہیں
ہیں رازیؔ
رازیؔ کے
کے نکتہ
نکتہ ہاے
ہاے دقیق
مرید سادہ
سادہ تو
تو رو
رو رو
رو کے
کے ہو
ہو گیا
گیا تائب
خدا کرے
کرے کہ
کہ ملے
ملے شیخ
شیخ کو
کو بھی
بھی یہ
یہ توفیق
اسی طلسم
طلسم کہن
کہن میں
میں اسیر
اسیر ہے
ہے آدم
بغل میں
میں اس
اس کی
کی ہیں
ہیں اب
اب تک
تک بتان
بتان عہد
عہد عتیق
مرے لیے
لیے تو
تو ہے
ہے اقرار
اقرار بااللساں
بااللساں بھی
بھی بہت
ہزار شکر
شکر کہ
کہ ملا
ملا ہیں
ہیں صاحب
صاحب تصدیق
اگر ہو
ہو عشق
عشق تو
تو ہے
ہے کفر
کفر بھی
بھی مسلمانی
نہ ہو
ہو تو
تو مرد
مرد مسلماں
مسلماں بھی
بھی کافر
کافر زندیق
میر سپاہ
سپاہ ناسزا
ناسزا لشکریاں
لشکریاں شکستہ
شکستہ صف
آہ وہ
وہ تیر
تیر نیم
نیم کش
کش جس
جس کا
کا نہ
نہ ہو
ہو کوئی
کوئی ہدف
تیرے محیط
محیط میں
میں کہیں
کہیں گوہر
گوہر زندگی
زندگی نہیں
ڈھونڈ چکا
چکا میں
میں موج
موج موج
موج دیکھ
دیکھ چکا
چکا صدف
صدف صدف
عشق بتاں
بتاں سے
سے ہاتھ
ہاتھ اٹھا
اٹھا اپنی
اپنی خودی
خودی میں
میں ڈوب
ڈوب جا
نقش نگار
نگار دیر
دیر میں
میں خون
خون جگر
جگر نہ
نہ کر
کر تلف
کھول کے
کے کیا
کیا بیاں
بیاں کروں
کروں سر
سر مقام
مقام مرگ
مرگ عشق
عشق ہے
ہے مرگ
مرگ باشرف
باشرف مرگ
مرگ حیات
حیات بے
بے شرف
صحبت پیر
پیر روم
روم سے
سے مجھ
مجھ پہ
پہ ہوا
ہوا یہ
یہ راز
راز فاش
لاکھ حکیم
حکیم سربجیب
سربجیب ایک
ایک کلیم
کلیم سر
سر بکف
مثل کلیم
کلیم ہو
ہو اگر
اگر معرکہ
معرکہ آزما
آزما کوئی
اب بھی
بھی درخت
درخت طور
طور سے
سے آتی
آتی ہے
ہے بانگ
بانگ لاتخف
خیرہ نہ
نہ کر
کر سکا
سکا مجھے
مجھے جلوۂ
جلوۂ دانش
دانش فرنگ
سرمہ ہے
ہے میری
میری آنکھ
آنکھ کا
کا خاک
خاک مدینہ
مدینہ نجف
کمال جوش
جوش جنوں
جنوں میں
میں رہا
رہا میں
میں گرم
گرم طواف
خدا کا
کا شکر
شکر سلامت
سلامت رہا
رہا حرم
حرم کا
کا غلاف
یہ اتفاق
اتفاق مبارک
مبارک ہو
ہو مومنوں
مومنوں کے
کے لیے
کہ یک
یک زباں
زباں ہیں
ہیں فقیہان
فقیہان شہر
شہر میرے
میرے خلاف
تڑپ رہا
رہا ہے
ہے فلاطوں
فلاطوں میان
میان غیب
غیب حضور
ازل سے
سے اہل
اہل خرد
خرد کا
کا مقام
مقام ہے
ہے اعراف
ترے ضمیر
ضمیر پہ
پہ جب
جب تک
تک نہ
نہ ہو
ہو نزول
نزول کتاب
گرہ کشا
کشا ہے
ہے نہ
نہ رازیؔ
رازیؔ نہ
نہ صاحب
صاحب کشافؔ
سرور سوز
سوز میں
میں ناپائیدار
ناپائیدار ہے
ہے ورنہ
مے فرنگ
فرنگ کا
کا تہ
تہ جرعہ
جرعہ بھی
بھی نہیں
نہیں ناصاف
صوفی کی
کی طریقت
طریقت میں
میں فقط
فقط مستی
مستی احوال
ملا کی
کی شریعت
شریعت میں
میں فقط
فقط مستی
مستی گفتار
شاعر کی
کی نوا
نوا مردہ
مردہ افسردہ
افسردہ بے
بے ذوق
افکار میں
میں سرمست
سرمست نہ
نہ خوابیدہ
خوابیدہ نہ
نہ بیدار
وہ مرد
مرد مجاہد
مجاہد نظر
نظر آتا
آتا نہیں
نہیں مجھ
مجھ کو
ہو جس
جس کے
کے رگ
رگ پے
پے میں
میں فقط
فقط مستی
مستی کردار
کھو نہ
نہ جا
جا اس
اس سحر
سحر شام
شام میں
میں اے
اے صاحب
صاحب ہوش
اک جہاں
جہاں اور
اور بھی
بھی ہے
ہے جس
جس میں
میں نہ
نہ فردا
فردا ہے
ہے نہ
نہ دوش
کس کو
کو معلوم
معلوم ہے
ہے ہنگامۂ
ہنگامۂ فردا
فردا کا
کا مقام
مسجد مکتب
مکتب مے
مے خانہ
خانہ ہیں
ہیں مدت
مدت سے
سے خموش
میں نے
نے پایا
پایا ہے
ہے اسے
اسے اشک
اشک سحرگاہی
سحرگاہی میں
جس در
در ناب
ناب سے
سے خالی
خالی ہے
ہے صدف
صدف کی
کی آغوش
نئی تہذیب
تہذیب تکلف
تکلف کے
کے سوا
سوا کچھ
کچھ بھی
بھی نہیں
چہرہ روشن
روشن ہو
ہو تو
تو کیا
کیا حاجت
حاجت گلگونہ
گلگونہ فروش
صاحب ساز
ساز کو
کو لازم
لازم ہے
ہے کہ
کہ غافل
غافل نہ
نہ رہے
گاہے گاہے
گاہے غلط
غلط آہنگ
آہنگ بھی
بھی ہوتا
ہوتا ہے
ہے سروش
یہ کون
کون غزل
غزل خواں
خواں ہے
ہے پرسوز
پرسوز نشاط
نشاط انگیز
اندیشۂ دانا
دانا کو
کو کرتا
کرتا ہے
ہے جنوں
جنوں آمیز
گو فقر
فقر بھی
بھی رکھتا
رکھتا ہے
ہے انداز
انداز ملوکانہ
ناپختہ ہے
ہے پرویزی
پرویزی بے
بے سلطنت
سلطنت پرویز
اب حجرۂ
حجرۂ صوفی
صوفی میں
میں وہ
وہ فقر
فقر نہیں
نہیں باقی
خون دل
دل شیراں
شیراں ہو
ہو جس
جس فقر
فقر کی
کی دستاویز
اے حلقۂ
حلقۂ درویشاں
درویشاں وہ
وہ مرد
مرد خدا
خدا کیسا
ہو جس
جس کے
کے گریباں
گریباں میں
میں ہنگامۂ
ہنگامۂ رستاخیز
جو ذکر
ذکر کی
کی گرمی
گرمی سے
سے شعلے
شعلے کی
کی طرح
طرح روشن
جو فکر
فکر کی
کی سرعت
سرعت میں
میں بجلی
بجلی سے
سے زیادہ
زیادہ تیز
کرتی ہے
ہے ملوکیت
ملوکیت آثار
آثار جنوں
جنوں پیدا
اللہ کے
کے نشتر
نشتر ہیں
ہیں تیمور
تیمور ہو
ہو یا
یا چنگیز
یوں داد
داد سخن
سخن مجھ
مجھ کو
کو دیتے
دیتے ہیں
ہیں عراق
عراق پارس
یہ کافر
کافر ہندی
ہندی ہے
ہے بے
بے تیغ
تیغ سناں
سناں خوں
خوں ریز
ضمیر لالہ
لالہ مۂ
مۂ لعل
لعل سے
سے ہوا
ہوا لبریز
اشارہ پاتے
پاتے ہی
ہی صوفی
صوفی نے
نے توڑ
توڑ دی
دی پرہیز
بچھائی ہے
ہے جو
جو کہیں
کہیں عشق
عشق نے
نے بساط
بساط اپنی
کیا ہے
ہے اس
اس نے
نے فقیروں
فقیروں کو
کو وارث
وارث پرویز
پرانے ہیں
ہیں یہ
یہ ستارے
ستارے فلک
فلک بھی
بھی فرسودہ
جہاں وہ
وہ چاہیئے
چاہیئے مجھ
مجھ کو
کو کہ
کہ ہو
ہو ابھی
ابھی نوخیز
کسے خبر
خبر ہے
ہے کہ
کہ ہنگامۂ
ہنگامۂ نشور
نشور ہے
ہے کیا
تری نگاہ
نگاہ کی
کی گردش
گردش ہے
ہے میری
میری رستاخیز
نہ چھین
چھین لذت
لذت آہ
آہ سحرگہی
سحرگہی مجھ
مجھ سے
نہ کر
کر نگہ
نگہ سے
سے تغافل
تغافل کو
کو التفات
التفات آمیز
دل غمیں
غمیں کے
کے موافق
موافق نہیں
نہیں ہے
ہے موسم
موسم گل
صدائے مرغ
مرغ چمن
چمن ہے
ہے بہت
بہت نشاط
نشاط انگیز
حدیث بے
بے خبراں
خبراں ہے
ہے تو
تو با
با زمانہ
زمانہ بساز
زمانہ با
با تو
تو نہ
نہ سازد
سازد تو
تو با
با زمانہ
زمانہ ستیز
گیسوئے تابدار
تابدار کو
کو اور
اور بھی
بھی تابدار
تابدار کر
ہوش خرد
خرد شکار
شکار کر
کر قلب
قلب نظر
نظر شکار
شکار کر
عشق بھی
بھی ہو
ہو حجاب
حجاب میں
میں حسن
حسن بھی
بھی ہو
ہو حجاب
حجاب میں
یا تو
تو خود
خود آشکار
آشکار ہو
ہو یا
یا مجھے
مجھے آشکار
آشکار کر
تو ہے
ہے محیط
محیط بیکراں
بیکراں میں
میں ہوں
ہوں ذرا
ذرا سی
سی آب
آب جو
یا مجھے
مجھے ہمکنار
ہمکنار کر
کر یا
یا مجھے
مجھے بے
بے کنار
کنار کر
میں ہوں
ہوں صدف
صدف تو
تو تیرے
تیرے ہاتھ
ہاتھ میرے
میرے گہر
گہر کی
کی آبرو
میں ہوں
ہوں خزف
خزف تو
تو تو
تو مجھے
مجھے گوہر
گوہر شاہوار
شاہوار کر
نغمۂ نوبہار
نوبہار اگر
اگر میرے
میرے نصیب
نصیب میں
میں نہ
نہ ہو
اس دم
دم نیم
نیم سوز
سوز کو
کو طائرک
طائرک بہار
بہار کر
باغ بہشت
بہشت سے
سے مجھے
مجھے حکم
حکم سفر
سفر دیا
دیا تھا
تھا کیوں
کار جہاں
جہاں دراز
دراز ہے
ہے اب
اب مرا
مرا انتظار
انتظار کر
روز حساب
حساب جب
جب مرا
مرا پیش
پیش ہو
ہو دفتر
دفتر عمل
آپ بھی
بھی شرمسار
شرمسار ہو
ہو مجھ
مجھ کو
کو بھی
بھی شرمسار
شرمسار کر
فطرت کو
کو خرد
خرد کے
کے روبرو
تسخیر مقام
مقام رنگ
رنگ بو
بو کر
تو اپنی
اپنی خودی
خودی کو
کو کھو
کھو چکا
چکا ہے
کھوئی ہوئی
ہوئی شے
شے کی
کی جستجو
جستجو کر
تاروں کی
کی فضا
فضا ہے
ہے بیکرانہ
تو بھی
بھی یہ
یہ مقام
مقام آرزو
آرزو کر
عریاں ہیں
ہیں ترے
ترے چمن
چمن کی
کی حوریں
چاک گل
گل لالہ
لالہ کو
کو رفو
رفو کر
بے ذوق
ذوق نہیں
نہیں اگرچہ
اگرچہ فطرت
جو اس
اس سے
سے نہ
نہ ہو
ہو سکا
سکا وہ
وہ تو
تو کر
تو ابھی
ابھی رہ
رہ گزر
گزر میں
میں ہے
ہے قید_مقام
قید_مقام سے
سے گزر
مصر حجاز
حجاز سے
سے گزر
گزر پارس
پارس شام
شام سے
سے گزر
جس کا
کا عمل
عمل ہے
ہے بے
بے غرض
غرض اس
اس کی
کی جزا
جزا کچھ
کچھ اور
اور ہے
حور خیام
خیام سے
سے گزر
گزر بادہ
بادہ جام
جام سے
سے گزر
گرچہ ہے
ہے دل
دل کشا
کشا بہت
بہت حسن
حسن فرنگ
فرنگ کی
کی بہار
طائرک بلند
بلند بام
بام دانہ
دانہ دام
دام سے
سے گزر
کوہ شگاف
شگاف تیری
تیری ضرب
ضرب تجھ
تجھ سے
سے کشاد
کشاد شرق
شرق غرب
تیغ ہلال
ہلال کی
کی طرح
طرح عیش
عیش نیام
نیام سے
سے گزر
تیرا امام
امام بے
بے حضور
حضور تیری
تیری نماز
نماز بے
بے سرور
ایسی نماز
نماز سے
سے گزر
گزر ایسے
ایسے امام
امام سے
سے گزر
افلاک سے
سے آتا
آتا ہے
ہے نالوں
نالوں کا
کا جواب
جواب آخر
کرتے ہیں
ہیں خطاب
خطاب آخر
آخر اٹھتے
اٹھتے ہیں
ہیں حجاب
حجاب آخر
احوال محبت
محبت میں
میں کچھ
کچھ فرق
فرق نہیں
نہیں ایسا
سوز تب
تب تاب
تاب اول
اول سوز
سوز تب
تب تاب
تاب آخر
میں تجھ
تجھ کو
کو بتاتا
بتاتا ہوں
ہوں تقدیر
تقدیر امم
امم کیا
کیا ہے
شمشیر سناں
سناں اول
اول طاؤس
طاؤس رباب
رباب آخر
مے خانۂ
خانۂ یورپ
یورپ کے
کے دستور
دستور نرالے
نرالے ہیں
لاتے ہیں
ہیں سرور
سرور اول
اول دیتے
دیتے ہیں
ہیں شراب
شراب آخر
کیا دبدبۂ
دبدبۂ نادر
نادر کیا
کیا شوکت
شوکت تیموری
ہو جاتے
جاتے ہیں
ہیں سب
سب دفتر
دفتر غرق
غرق مے
مے ناب
ناب آخر
خلوت کی
کی گھڑی
گھڑی گزری
گزری جلوت
جلوت کی
کی گھڑی
گھڑی آئی
چھٹنے کو
کو ہے
ہے بجلی
بجلی سے
سے آغوش
آغوش سحاب
سحاب آخر
تھا ضبط
ضبط بہت
بہت مشکل
مشکل اس
اس سیل
سیل معانی
معانی کا
کہہ ڈالے
ڈالے قلندر
قلندر نے
نے اسرار
اسرار کتاب
کتاب آخر
یا رب
رب یہ
یہ جہان
جہان گزراں
گزراں خوب
خوب ہے
ہے لیکن
کیوں خوار
خوار ہیں
ہیں مردان
مردان صفا
صفا کیش
کیش ہنر
ہنر مند
گو اس
اس کی
کی خدائی
خدائی میں
میں مہاجن
مہاجن کا
کا بھی
بھی ہے
ہے ہاتھ
دنیا تو
تو سمجھتی
سمجھتی ہے
ہے فرنگی
فرنگی کو
کو خداوند
تو برگ
برگ گیا
گیا ہے
ہے نہ
نہ وہی
وہی اہل
اہل خرد
خرد را
او کشت
کشت گل
گل لالہ
لالہ بہ
بہ بخشد
بخشد بہ
بہ خرے
خرے چند
حاضر ہیں
ہیں کلیسا
کلیسا میں
میں کباب
کباب مئے
مئے گلگوں
مسجد میں
میں دھرا
دھرا کیا
کیا ہے
ہے بجز
بجز موعظہ
موعظہ پند
احکام ترے
ترے حق
حق ہیں
ہیں مگر
مگر اپنے
اپنے مفسر
تاویل سے
سے قرآں
قرآں کو
کو بنا
بنا سکتے
سکتے ہیں
ہیں پازند
فردوس جو
جو تیرا
تیرا ہے
ہے کسی
کسی نے
نے نہیں
نہیں دیکھا
افرنگ کا
کا ہر
ہر قریہ
قریہ ہے
ہے فردوس
فردوس کی
کی مانند
مدت سے
سے ہے
ہے آوارۂ
آوارۂ افلاک
افلاک مرا
مرا فکر
کر دے
دے اسے
اسے اب
اب چاند
چاند کے
کے غاروں
غاروں میں
میں نظر
نظر بند
فطرت نے
نے مجھے
مجھے بخشے
بخشے ہیں
ہیں جوہر
جوہر ملکوتی
خاکی ہوں
ہوں مگر
مگر خاک
خاک سے
سے رکھتا
رکھتا نہیں
نہیں پیوند
درویش خدا
خدا مست
مست نہ
نہ شرقی
شرقی ہے
ہے نہ
نہ غربی
گھر میرا
میرا نہ
نہ دلی
دلی نہ
نہ صفاہاں
صفاہاں نہ
نہ سمرقند
کہتا ہوں
ہوں وہی
وہی بات
بات سمجھتا
سمجھتا ہوں
ہوں جسے
جسے حق
نے ابلۂ
ابلۂ مسجد
مسجد ہوں
ہوں نہ
نہ تہذیب
تہذیب کا
کا فرزند
اپنے بھی
بھی خفا
خفا مجھ
مجھ سے
سے ہیں
ہیں بیگانے
بیگانے بھی
بھی ناخوش
میں زہر
زہر ہلاہل
ہلاہل کو
کو کبھی
کبھی کہہ
کہہ نہ
نہ سکا
سکا قند
مشکل ہے
ہے اک
اک بندۂ
بندۂ حق
حق بین
بین حق
حق اندیش
خاشاک کے
کے تودے
تودے کو
کو کہے
کہے کوہ
کوہ دماوند
ہوں آتش
آتش نمرود
نمرود کے
کے شعلوں
شعلوں میں
میں بھی
بھی خاموش
میں بندۂ
بندۂ مومن
مومن ہوں
ہوں نہیں
نہیں دانۂ
دانۂ اسپند
پرسوز نظر
نظر باز
باز نکوبین
نکوبین کم
کم آرزو
آزاد گرفتار
گرفتار تہی
تہی کیسہ
کیسہ خورسند
ہر حال
حال میں
میں میرا
میرا دل
دل بے
بے قید
قید ہے
ہے خرم
کیا چھینے
چھینے گا
گا غنچے
غنچے سے
سے کوئی
کوئی ذوق
ذوق شکرخند
چپ رہ
رہ نہ
نہ سکا
سکا حضرت
حضرت یزداں
یزداں میں
میں بھی
بھی اقبالؔ
کرتا کوئی
کوئی اس
اس بندۂ
بندۂ گستاخ
گستاخ کا
کا منہ
منہ بند
کریں گے
گے اہل
اہل نظر
نظر تازہ
تازہ بستیاں
بستیاں آباد
مری نگاہ
نگاہ نہیں
نہیں سوئے
سوئے کوفہ
کوفہ بغداد
یہ مدرسہ
مدرسہ یہ
یہ جواں
جواں یہ
یہ سرور
سرور رعنائی
انہیں کے
کے دم
دم سے
سے ہے
ہے مے
مے خانۂ
خانۂ فرنگ
فرنگ آباد
نہ فلسفی
فلسفی سے
سے نہ
نہ ملا
ملا سے
سے ہے
ہے غرض
غرض مجھ
مجھ کو
یہ دل
دل کی
کی موت
موت وہ
وہ اندیشہ
اندیشہ نظر
نظر کا
کا فساد
فقیہہ شہر
شہر کی
کی تحقیر
تحقیر کیا
کیا مجال
مجال مری
مگر یہ
یہ بات
بات کہ
کہ میں
میں ڈھونڈتا
ڈھونڈتا ہوں
ہوں دل
دل کی
کی کشاد
خرید سکتے
سکتے ہیں
ہیں دنیا
دنیا میں
میں عشرت
عشرت پرویز
خدا کی
کی دین
دین ہے
ہے سرمایۂ
سرمایۂ غم
غم فرہاد
کئے ہیں
ہیں فاش
فاش رموز
رموز قلندری
قلندری میں
میں نے
کہ فکر
فکر مدرسہ
مدرسہ خانقاہ
خانقاہ ہو
ہو آزاد
رشی کے
کے فاقوں
فاقوں سے
سے ٹوٹا
ٹوٹا نہ
نہ برہمن
برہمن کا
کا طلسم
عصا نہ
نہ ہو
ہو تو
تو کلیمیؑ
کلیمیؑ ہے
ہے کار
کار بے
بے بنیاد
اثر کرے
کرے نہ
نہ کرے
کرے سن
سن تو
تو لے
لے مری
مری فریاد
نہیں ہے
ہے داد
داد کا
کا طالب
طالب یہ
یہ بندۂ
بندۂ آزاد
یہ مشت
مشت خاک
خاک یہ
یہ صرصر
صرصر یہ
یہ وسعت
وسعت افلاک
کرم ہے
ہے یا
یا کہ
کہ ستم
ستم تیری
تیری لذت
لذت ایجاد
ٹھہر سکا
سکا نہ
نہ ہوائے
ہوائے چمن
چمن میں
میں خیمۂ
خیمۂ گل
یہی ہے
ہے فصل
فصل بہاری
بہاری یہی
یہی ہے
ہے باد
باد مراد
قصوروار غریب
غریب الدیار
الدیار ہوں
ہوں لیکن
ترا خرابہ
خرابہ فرشتے
فرشتے نہ
نہ کر
کر سکے
سکے آباد
مری جفا
جفا طلبی
طلبی کو
کو دعائیں
دعائیں دیتا
دیتا ہے
وہ دشت
دشت سادہ
سادہ وہ
وہ تیرا
تیرا جہان
جہان بے
بے بنیاد
خطر پسند
پسند طبیعت
طبیعت کو
کو سازگار
سازگار نہیں
وہ گلستاں
گلستاں کہ
کہ جہاں
جہاں گھات
گھات میں
میں نہ
نہ ہو
ہو صیاد
مقام شوق
شوق ترے
ترے قدسیوں
قدسیوں کے
کے بس
بس کا
کا نہیں
انہیں کا
کا کام
کام ہے
ہے یہ
یہ جن
جن کے
کے حوصلے
حوصلے ہیں
ہیں زیاد
یہ حوریان
حوریان فرنگی
فرنگی دل
دل نظر
نظر کا
کا حجاب
بہشت مغربیاں
مغربیاں جلوہ
جلوہ ہائے
ہائے پا
پا برکاب
دل نظر
نظر کا
کا سفینہ
سفینہ سنبھال
سنبھال کر
کر لے
لے جا
مہ ستارہ
ستارہ ہیں
ہیں بحر
بحر وجود
وجود میں
میں گرداب
جہان صوت
صوت صدا
صدا میں
میں سما
سما نہیں
نہیں سکتی
لطیفۂ ازلی
ازلی ہے
ہے فغان
فغان چنگ
چنگ رباب
سکھا دیے
دیے ہیں
ہیں اسے
اسے شیوہ
شیوہ ہائے
ہائے خانقہی
فقیہ شہر
شہر کو
کو صوفی
صوفی نے
نے کر
کر دیا
دیا ہے
ہے خراب
وہ سجدہ
سجدہ روح
روح زمیں
زمیں جس
جس سے
سے کانپ
کانپ جاتی
جاتی تھی
اسی کو
کو آج
آج ترستے
ترستے ہیں
ہیں منبر
منبر محراب
سنی نہ
نہ مصر
مصر فلسطیں
فلسطیں میں
میں وہ
وہ اذاں
اذاں میں
میں نے
دیا تھا
تھا جس
جس نے
نے پہاڑوں
پہاڑوں کو
کو رعشۂ
رعشۂ سیماب
ہوائے قرطبہ
قرطبہ شاید
شاید یہ
یہ ہے
ہے اثر
اثر تیرا
مری نوا
نوا میں
میں ہے
ہے سوز
سوز سرور
سرور عہد
عہد شباب
شعور ہوش
ہوش خرد
خرد کا
کا معاملہ
معاملہ ہے
ہے عجیب
مقام شوق
شوق میں
میں ہیں
ہیں سب
سب دل
دل نظر
نظر کے
کے رقیب
میں جانتا
جانتا ہوں
ہوں جماعت
جماعت کا
کا حشر
حشر کیا
کیا ہوگا
مسائل نظری
نظری میں
میں الجھ
الجھ گیا
گیا ہے
ہے خطیب
اگرچہ میرے
میرے نشیمن
نشیمن کا
کا کر
کر رہا
رہا ہے
ہے طواف
مری نوا
نوا میں
میں نہیں
نہیں طائر
طائر چمن
چمن کا
کا نصیب
سنا ہے
ہے میں
میں نے
نے سخن
سخن رس
رس ہے
ہے ترک
ترک عثمانی
سنائے کون
کون اسے
اسے اقبالؔ
اقبالؔ کا
کا یہ
یہ شعر
شعر غریب
سمجھ رہے
رہے ہیں
ہیں وہ
وہ یورپ
یورپ کو
کو ہم
ہم جوار
جوار اپنا
ستارے جن
جن کے
کے نشیمن
نشیمن سے
سے ہیں
ہیں زیادہ
زیادہ قریب
مسلماں کے
کے لہو
لہو میں
میں ہے
ہے سلیقہ
سلیقہ دل
دل نوازی
نوازی کا
مروت حسن
حسن عالم
عالم گیر
گیر ہے
ہے مردان
مردان غازی
غازی کا
شکایت ہے
ہے مجھے
مجھے یا
یا رب
رب خداوندان
خداوندان مکتب
مکتب سے
سبق شاہیں
شاہیں بچوں
بچوں کو
کو دے
دے رہے
رہے ہیں
ہیں خاک
خاک بازی
بازی کا
بہت مدت
مدت کے
کے نخچیروں
نخچیروں کا
کا انداز
انداز نگہ
نگہ بدلا
کہ میں
میں نے
نے فاش
فاش کر
کر ڈالا
ڈالا طریقہ
طریقہ شاہبازی
شاہبازی کا
قلندر جز
جز دو
دو حرف
حرف لا
لا الٰہ
الٰہ کچھ
کچھ بھی
بھی نہیں
نہیں رکھتا
فقیہ شہر
شہر قاروں
قاروں ہے
ہے لغت
لغت ہائے
ہائے حجازی
حجازی کا
حدیث بادہ
بادہ مینا
مینا جام
